Date,HomeTeam,AwayTeam,Home_Spec_Goals_Pro,Away_Spec_Goals_Pro,Home_Gen_Goals_Pro,Away_Gen_Goals_Pro,Home_Spec_HT_Goals_Pro,Away_Spec_HT_Goals_Pro,Home_Gen_HT_Goals_Pro,Away_Gen_HT_Goals_Pro,Home_Spec_HT_Goals_Against,Away_Spec_HT_Goals_Against,Home_Gen_HT_Goals_Against,Away_Gen_HT_Goals_Against,Home_Spec_Goals_Suffered,Away_Spec_Goals_Suffered,Home_Gen_Goals_Suffered,Away_Gen_Goals_Suffered,Home_Spec_Corners_Pro,Away_Spec_Corners_Pro,Home_Gen_Corners_Pro,Away_Gen_Corners_Pro,Home_Spec_Corners_Against,Away_Spec_Corners_Against,Home_Gen_Corners_Against,Away_Gen_Corners_Against,Home_Spec_Fouls_Pro,Away_Spec_Fouls_Pro,Home_Gen_Fouls_Pro,Away_Gen_Fouls_Pro,Home_Spec_Fouls_Against,Away_Spec_Fouls_Against,Home_Gen_Fouls_Against,Away_Gen_Fouls_Against,Home_Spec_Offsides_Pro,Away_Spec_Offsides_Pro,Home_Gen_Offsides_Pro,Away_Gen_Offsides_Pro,Home_Spec_Offsides_Against,Away_Spec_Offsides_Against,Home_Gen_Offsides_Against,Away_Gen_Offsides_Against,Home_Spec_Yellows_Pro,Away_Spec_Yellows_Pro,Home_Gen_Yellows_Pro,Away_Gen_Yellows_Pro,Home_Spec_Yellows_Against,Away_Spec_Yellows_Against,Home_Gen_Yellows_Against,Away_Gen_Yellows_Against,Home_Spec_Reds_Pro,Away_Spec_Reds_Pro,Home_Gen_Reds_Pro,Away_Gen_Reds_Pro,Home_Spec_Reds_Against,Away_Spec_Reds_Against,Home_Gen_Reds_Against,Away_Gen_Reds_Against,Home_Spec_Points,Away_Spec_Points,Target
2001-09-23,Birmingham,Preston,2.2,1.8,1.6,1.0,1.8,1.2,1.4,0.6,0.4,1.0,1.0,0.6,0.8,2.0,1.6,1.4,7.2,6.0,7.8,7.0,5.2,6.0,8.0,5.4,11.2,14.4,13.2,13.6,12.6,14.8,14.6,17.6,2.2,3.4,2.8,3.2,1.6,1.6,3.0,1.4,1.8,2.0,1.0,1.6,3.4,0.6,3.2,1.0,0.0,0.0,0.4,0.0,0.2,0.0,0.2,0.0,0.2,-0.2,2.0
2001-09-25,Barnsley,Coventry,1.4,1.3333333333333333,1.0,1.4,0.2,0.3333333333333333,0.2,0.6,0.2,0.0,0.2,0.2,1.0,0.6666666666666666,1.4,0.8,5.6,7.666666666666667,4.0,8.6,4.4,2.6666666666666665,5.0,6.0,11.4,17.333333333333332,15.0,14.4,11.4,15.666666666666666,12.2,10.8,4.2,3.0,4.8,2.0,4.0,4.0,4.2,5.6,0.8,2.3333333333333335,0.4,1.2,0.8,2.0,0.8,1.4,0.2,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,0.4,-0.4,0.4,1.0
2001-09-25,Bradford,Stockport,3.25,1.8,2.0,1.8,0.75,0.2,0.8,0.6,0.0,0.4,0.4,1.0,1.25,2.0,1.6,2.2,7.25,4.4,7.0,4.4,4.75,7.4,6.2,6.8,13.5,16.2,15.0,15.4,14.25,12.4,13.2,11.8,5.5,1.6,2.4,1.6,6.25,4.6,4.2,3.2,1.0,2.8,1.6,2.4,2.5,1.2,2.4,0.6,0.0,0.4,0.2,0.0,0.5,0.2,0.0,0.0,-0.2,-0.4,2.0
2001-09-25,Burnley,Crewe,3.0,1.0,3.0,0.8,1.2,0.6,0.8,0.4,0.4,0.8,0.6,0.2,1.6,2.2,1.6,1.4,5.4,4.4,5.4,3.8,6.4,4.0,9.2,4.2,15.8,6.2,15.4,9.4,15.4,9.2,12.2,12.8,3.4,3.8,2.2,3.0,2.0,1.4,3.4,1.6,1.4,0.4,2.8,0.4,2.0,0.2,0.8,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,1.0
2001-09-25,Grimsby,Gillingham,1.0,0.6,1.0,1.2,0.6,0.2,0.4,0.4,0.2,0.4,0.8,0.8,0.4,1.6,1.6,2.4,5.2,4.6,5.4,4.0,7.0,8.8,8.4,8.0,12.8,12.0,10.0,10.6,13.6,12.2,13.2,16.4,1.8,6.4,4.0,4.2,6.6,2.6,6.2,2.8,0.4,2.4,0.2,1.2,2.0,1.6,1.2,0.8,0.0,0.2,0.0,0.4,0.2,0.0,0.2,0.0,0.2,-0.6,2.0
2001-09-25,Man City,Walsall,3.6666666666666665,1.25,3.2,0.8,1.6666666666666667,0.25,1.4,0.0,0.6666666666666666,0.75,1.0,1.2,0.6666666666666666,2.5,2.4,2.4,5.666666666666667,4.75,5.2,5.4,3.6666666666666665,7.75,3.8,5.8,17.666666666666668,15.5,14.0,13.6,14.333333333333334,13.0,15.8,14.0,3.0,2.0,4.4,1.8,4.666666666666667,1.75,2.2,1.8,1.0,1.0,2.4,0.8,2.0,0.75,2.0,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.2,0.0,0.2,-0.8,0.0
2001-09-25,Portsmouth,West Brom,2.6,1.4,1.8,1.8,0.8,1.0,0.4,0.8,0.4,0.8,0.8,0.0,1.2,1.4,1.6,0.4,8.0,3.4,7.0,4.6,4.6,6.0,4.8,5.6,15.6,19.2,12.0,13.0,14.0,17.4,13.2,13.0,2.2,1.2,1.6,1.8,2.2,3.2,2.6,3.8,1.2,2.6,2.0,1.6,2.8,1.4,1.4,2.2,0.2,0.2,0.0,0.2,0.4,0.0,0.4,0.4,0.2,0.6,2.0
2001-09-25,Rotherham,Sheffield Weds,1.3333333333333333,0.6,0.6,0.8,1.0,0.4,0.2,0.4,0.0,0.6,0.6,1.0,1.6666666666666667,1.2,1.8,2.4,6.0,5.6,6.6,5.8,4.333333333333333,5.2,5.4,5.0,14.666666666666666,13.4,15.0,14.4,16.333333333333332,10.4,11.8,11.0,2.0,2.4,1.2,2.0,4.666666666666667,5.0,4.0,3.6,1.6666666666666667,2.8,1.2,2.8,1.3333333333333333,0.6,1.6,0.8,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,-0.6,-0.6,1.0
2001-09-25,Sheffield United,Crystal Palace,1.2,2.4,1.2,2.2,0.6,1.0,0.8,1.0,0.6,1.4,0.8,1.0,1.0,2.4,1.6,2.2,4.0,7.0,3.2,4.6,5.8,8.0,5.8,5.0,12.2,13.4,15.0,15.6,17.6,13.6,20.8,15.2,3.0,3.4,2.8,5.4,3.0,0.8,1.6,3.6,1.8,1.2,1.8,1.8,3.2,1.4,2.4,1.6,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,-0.2,-0.2,2.0
2001-09-25,Wimbledon,Millwall,1.4,0.75,1.8,1.6,0.4,0.25,0.4,0.4,0.2,1.5,0.4,0.6,1.2,1.75,1.4,0.8,5.4,6.75,3.2,7.0,4.6,3.75,5.0,3.8,11.0,14.75,12.6,18.4,12.0,13.5,7.4,17.4,3.0,2.25,2.8,3.2,3.8,1.5,3.6,2.2,0.6,1.75,0.4,1.6,2.0,1.0,1.0,1.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0
2001-09-25,Wolves,Nott'm Forest,1.2,0.6,2.4,0.6,0.6,0.0,1.2,0.4,0.8,0.6,0.4,0.2,1.4,1.0,1.4,0.2,8.4,5.4,7.6,7.0,4.2,6.6,4.2,6.0,8.6,17.0,20.4,13.0,11.8,15.6,15.6,16.8,4.2,6.4,2.8,5.8,2.6,3.6,2.6,2.0,0.8,2.2,1.0,2.6,2.8,0.6,2.4,1.0,0.0,0.4,0.0,0.4,0.2,0.0,0.2,0.2,0.6,0.2,0.0
2001-09-26,Preston,Norwich,1.2,0.4,0.8,1.8,0.6,0.0,0.4,1.0,0.6,0.4,0.4,0.2,1.0,1.2,1.0,0.6,7.2,3.4,7.4,4.4,3.8,6.8,5.0,5.2,14.6,16.0,14.6,15.4,19.6,13.6,15.6,18.2,2.4,5.6,3.6,5.8,2.4,2.2,2.0,0.8,1.4,1.4,0.8,0.8,1.6,1.0,1.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
2001-09-26,Watford,Birmingham,2.0,1.0,1.4,1.2,0.6,0.8,0.4,1.0,0.4,1.0,0.8,1.0,1.2,1.6,1.4,1.6,6.6,3.4,5.2,8.2,3.6,8.4,4.6,6.2,14.4,14.8,15.0,12.0,12.6,15.2,15.0,15.8,4.0,3.0,2.8,3.2,2.2,4.0,3.0,3.2,1.0,1.4,1.2,1.0,1.6,1.4,1.8,2.8,0.0,0.4,0.0,0.0,0.4,0.0,0.4,0.2,-0.2,-0.2,1.0
2001-09-28,Barnsley,Portsmouth,1.6,1.2,1.2,1.6,0.2,0.4,0.2,0.6,0.2,0.6,0.0,0.8,1.0,1.4,1.4,1.8,5.6,4.4,3.0,6.0,4.6,5.8,4.4,5.0,11.0,8.0,14.4,13.6,9.4,11.0,12.6,13.8,3.4,2.6,4.4,1.8,4.0,1.4,5.0,2.0,0.4,2.4,0.4,2.4,0.6,0.4,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,-0.2,-0.2,2.0
2001-09-29,West Brom,Burnley,1.4,2.2,2.0,3.0,0.6,0.8,0.8,0.8,0.0,0.6,0.2,1.0,0.4,1.2,0.6,1.8,4.6,5.0,4.6,6.6,4.6,7.4,5.8,7.6,11.2,18.0,13.6,15.4,11.6,12.0,15.2,12.2,2.8,2.2,1.0,2.0,3.6,2.6,3.4,3.6,1.0,4.0,1.6,2.0,2.2,0.6,2.4,1.0,0.0,0.0,0.2,0.0,0.4,0.2,0.2,0.0,0.6,0.4,0.0
2001-09-29,Walsall,Millwall,0.75,1.0,0.6,2.0,0.25,0.6,0.0,0.8,1.25,1.4,1.6,0.8,1.5,1.8,2.6,1.0,7.0,6.2,4.4,6.2,3.75,4.0,6.6,4.0,13.0,15.0,13.0,19.6,15.5,13.8,13.6,18.4,3.25,2.8,2.8,3.4,1.25,1.8,2.2,2.4,1.0,1.4,0.6,1.6,1.25,1.2,0.4,1.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.8,0.4,1.0
2001-09-29,Sheffield United,Norwich,1.0,0.4,1.0,1.4,0.4,0.0,0.8,0.8,0.8,1.2,0.8,1.0,1.6,1.8,1.8,1.4,6.0,5.4,5.2,5.8,6.2,6.2,5.4,5.8,12.0,14.2,14.0,14.2,16.6,12.4,20.4,15.8,2.4,4.4,1.8,5.0,3.0,1.8,0.8,0.8,2.4,1.4,2.0,1.0,2.8,0.8,2.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.4,0.0
2001-09-29,Rotherham,Wolves,1.25,2.2,0.6,2.2,0.75,1.4,0.0,1.0,0.0,0.2,0.6,0.4,1.5,1.0,1.8,1.0,6.5,4.4,6.4,7.6,4.75,5.8,4.6,4.8,13.25,21.8,14.8,20.6,15.25,16.4,12.2,14.4,2.25,3.6,1.2,2.0,5.0,2.8,4.6,1.4,1.5,1.2,1.0,1.0,1.5,1.8,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,-0.6,0.8,2.0
2001-09-29,Bradford,Grimsby,3.0,1.4,2.0,1.0,0.8,0.2,1.0,0.2,0.2,1.0,0.6,1.0,1.8,2.4,1.8,2.0,7.8,4.0,7.2,5.6,4.2,6.8,6.0,6.6,13.2,10.6,15.2,10.6,15.6,11.2,13.4,12.8,5.6,3.2,3.0,3.8,5.4,4.6,4.0,8.2,0.8,1.0,1.6,0.6,2.0,0.4,1.4,1.6,0.0,0.2,0.2,0.0,0.4,0.0,0.0,0.0,-0.2,-0.2,0.0
2001-09-29,Man City,Wimbledon,3.5,1.6,3.0,2.2,1.75,0.6,1.6,0.6,0.5,0.8,0.8,0.6,0.5,1.4,2.0,1.2,7.0,4.0,6.8,3.6,2.75,5.8,3.4,4.6,16.25,15.4,13.2,12.2,13.0,10.8,13.8,8.8,3.25,1.6,4.6,2.8,4.75,4.2,2.6,3.0,1.0,1.4,2.0,0.8,1.75,0.4,1.6,1.0,0.0,0.4,0.0,0.4,0.25,0.0,0.0,0.0,0.2,0.4,2.0
2001-09-29,Gillingham,Coventry,2.6,1.25,1.6,1.6,0.8,0.25,0.6,0.6,0.6,0.0,0.6,0.2,1.0,0.75,2.4,1.0,3.4,6.5,3.8,7.0,7.2,3.75,8.2,6.2,12.0,15.5,10.8,12.4,17.0,14.75,16.0,9.0,2.6,4.0,6.2,3.0,3.2,3.75,2.4,4.6,0.8,2.0,1.0,1.4,0.8,1.5,0.8,0.8,0.2,0.25,0.2,0.0,0.0,0.0,0.0,0.0,-0.2,0.4,2.0
2001-09-29,Crystal Palace,Sheffield Weds,2.2,0.8,2.4,1.0,0.6,0.4,1.0,0.4,0.4,0.4,0.6,0.8,1.2,1.2,1.6,2.2,6.8,5.2,4.8,6.0,4.2,6.2,6.2,6.0,14.2,13.0,15.4,13.0,16.2,9.2,15.2,10.4,5.4,2.6,4.6,3.0,3.8,3.4,3.4,3.0,1.2,2.6,1.8,2.6,1.4,0.4,2.0,1.0,0.0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.2,-0.4,0.0
2001-09-29,Crewe,Birmingham,0.8,1.6,1.2,1.4,0.4,1.0,0.8,0.8,0.4,1.4,0.2,1.4,1.4,2.2,2.0,2.0,4.0,4.0,3.2,8.0,4.4,9.0,4.4,6.6,9.8,15.2,9.6,12.0,12.8,15.8,14.8,16.0,2.0,3.0,3.4,2.8,1.0,3.6,1.2,3.2,0.6,1.0,0.6,0.8,0.6,1.4,0.6,2.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-0.4,1.0
2001-09-29,Nott'm Forest,Stockport,1.6,2.0,0.6,2.4,1.0,0.4,0.4,0.8,0.2,0.6,0.2,0.8,0.8,2.4,0.4,2.2,7.0,4.0,6.6,3.6,4.0,8.6,5.2,7.6,9.0,18.2,10.8,16.6,13.8,12.6,16.0,11.6,2.4,1.8,4.2,1.4,3.2,4.6,1.8,3.6,2.0,2.6,2.2,1.6,2.4,0.8,1.6,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0
2001-09-30,Watford,Preston,2.4,1.2,1.6,1.4,1.0,0.8,0.8,1.2,0.6,1.0,1.0,0.2,1.6,2.0,1.8,0.8,6.6,6.8,5.4,7.6,3.4,5.4,4.6,5.8,15.2,14.2,15.4,13.2,13.8,13.0,15.2,14.0,3.8,3.8,3.0,2.8,1.8,1.8,3.4,2.2,1.2,1.8,1.4,0.6,1.6,0.8,1.6,1.2,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,-0.4,0.2,1.0
2001-10-05,Grimsby,Rotherham,1.0,0.8,1.2,0.6,0.4,0.4,0.2,0.0,0.4,1.0,1.4,1.0,0.8,2.2,2.6,1.8,6.2,6.2,5.6,5.8,6.8,5.4,5.8,4.8,13.0,13.6,11.2,13.4,14.0,11.8,14.2,11.8,2.0,1.8,3.4,1.0,8.6,3.4,8.8,4.2,0.6,1.2,1.4,0.6,2.2,1.4,1.6,1.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.6,-0.6,2.0
2001-10-07,Sheffield Weds,Sheffield United,0.8,1.0,1.2,1.0,0.4,0.4,0.6,0.8,1.2,0.6,1.2,0.4,2.0,1.2,2.6,1.6,5.4,3.2,5.0,4.0,4.6,5.2,5.2,6.6,14.6,17.8,12.8,13.6,16.4,19.8,10.6,20.2,2.0,2.6,3.0,2.0,2.0,2.0,3.0,1.6,1.2,2.2,2.0,2.0,2.2,2.4,1.2,2.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,-0.4,-0.2,1.0
2001-10-09,Walsall,Norwich,0.6,0.6,0.4,1.4,0.2,0.0,0.0,0.6,1.0,1.6,1.4,1.4,1.2,2.2,2.2,1.8,7.0,6.0,5.0,7.0,3.8,5.8,6.6,4.4,13.0,15.2,12.6,14.6,15.4,13.0,14.2,14.8,3.2,4.0,3.2,5.4,1.0,1.4,1.8,0.8,1.2,1.8,1.0,2.0,1.4,1.0,0.8,1.6,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,-0.6,0.0,0.0
2001-10-11,West Brom,Millwall,1.6,1.0,1.4,1.4,0.6,0.6,0.6,0.6,0.0,0.6,0.2,0.6,0.2,1.0,0.6,0.8,6.4,6.0,6.8,5.2,5.2,5.0,5.4,4.6,12.2,15.2,12.2,19.6,13.2,13.8,16.4,17.4,2.0,2.8,1.4,2.8,3.2,2.4,2.2,2.6,1.0,1.2,1.4,1.4,2.0,1.2,2.4,1.8,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0.0,0.6,0.2,2.0
2001-10-12,Rotherham,Portsmouth,1.0,1.6,0.8,1.8,0.6,0.4,0.2,1.0,0.4,0.6,1.0,0.8,1.8,1.2,1.6,1.4,7.2,4.8,6.0,6.0,4.4,6.6,5.0,5.8,13.0,8.6,11.2,14.8,15.0,12.2,9.2,12.8,2.0,2.6,2.8,2.2,4.6,1.4,4.2,1.8,1.2,2.4,0.6,2.4,1.2,0.6,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,-0.4,0.0,0.0
2001-10-13,Crewe,Preston,0.8,0.8,0.8,1.4,0.4,0.4,0.6,1.2,0.2,0.8,0.2,0.2,1.0,2.0,1.8,0.6,3.4,7.2,2.6,6.8,5.8,5.8,5.6,6.4,10.6,15.6,9.4,13.6,13.6,15.2,14.6,12.6,3.0,3.6,4.0,2.4,1.2,1.8,1.2,1.8,0.6,1.8,0.8,0.6,0.4,0.6,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.4,0.0
2001-10-13,Crystal Palace,Wimbledon,3.0,2.0,3.0,2.4,1.2,0.8,1.4,0.8,0.4,0.2,0.6,0.6,1.0,0.8,1.2,0.6,5.6,3.2,5.4,3.4,4.0,6.6,4.8,5.8,15.0,13.2,14.8,10.8,16.4,10.4,15.0,10.8,5.4,2.2,4.8,3.0,4.0,4.6,3.0,4.0,1.2,0.8,1.8,0.8,1.6,0.2,1.8,0.4,0.0,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.6,0.6,0.0
2001-10-13,Gillingham,Norwich,2.6,0.6,1.6,1.2,0.8,0.0,0.4,0.6,0.8,1.4,1.0,1.6,1.2,1.8,2.4,2.0,2.8,6.6,3.8,6.8,7.2,5.2,7.2,5.0,14.6,14.0,11.6,12.2,19.4,12.6,17.8,13.4,2.0,3.6,5.6,4.6,2.2,1.2,2.6,1.2,1.2,2.0,1.2,1.6,1.0,1.6,0.6,2.2,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.2,-0.2,-0.2,2.0
2001-10-13,Man City,Stockport,2.8,2.0,3.0,2.2,1.4,0.4,1.6,0.8,0.8,1.0,1.0,1.2,1.2,2.0,2.0,2.2,7.8,3.8,7.8,4.0,3.0,8.4,4.0,8.2,16.0,15.2,13.6,15.8,12.4,12.0,12.0,10.8,3.6,2.0,4.4,2.2,4.6,4.6,3.4,4.2,0.8,2.6,1.6,2.2,1.4,0.4,1.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,-0.2,1.0
2001-10-13,Nott'm Forest,Burnley,2.0,1.8,1.0,2.4,1.4,0.4,0.8,0.8,0.2,0.6,0.0,1.0,0.8,1.4,0.4,2.0,6.2,4.4,5.8,7.0,4.8,9.4,5.8,7.4,8.8,17.4,9.2,16.0,14.2,11.4,14.6,10.8,3.6,1.4,5.2,1.0,2.8,2.8,2.2,3.6,1.6,3.6,1.8,2.0,2.4,0.6,2.2,0.8,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.4,0.0,0.0
2001-10-13,Sheffield United,Grimsby,1.4,1.6,1.0,1.2,0.8,0.2,0.8,0.2,0.8,1.4,0.4,1.6,1.8,3.0,1.4,3.0,4.8,5.4,4.8,5.6,6.8,7.4,6.4,5.4,11.6,10.6,14.2,9.0,16.0,14.4,20.4,12.4,2.4,3.8,2.0,4.0,2.4,4.6,1.2,8.4,2.4,1.2,2.2,1.4,3.0,0.2,2.2,0.8,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0
2001-10-13,Watford,Sheffield Weds,2.0,0.6,1.2,1.0,0.6,0.4,0.6,0.4,0.6,1.0,1.2,1.2,1.4,2.0,2.0,2.4,6.6,5.0,5.4,5.8,4.0,6.8,4.8,5.4,15.0,13.8,17.2,14.2,15.2,10.8,15.4,11.8,3.4,2.8,1.6,2.0,1.2,4.0,2.8,2.4,0.8,2.8,1.4,2.0,1.6,0.4,1.8,1.6,0.0,0.2,0.0,0.0,0.4,0.0,0.2,0.0,-0.6,-0.4,0.0
2001-10-13,Barnsley,Birmingham,1.4,1.2,1.0,1.0,0.2,0.6,0.4,0.6,0.6,1.2,0.4,1.4,1.6,2.0,1.8,2.0,6.0,5.8,4.4,7.8,4.8,7.4,4.6,5.4,11.2,14.8,14.4,12.0,9.8,14.0,12.2,15.2,3.0,2.6,4.0,2.4,3.4,4.0,5.4,4.0,0.8,1.0,0.8,0.8,1.2,1.4,1.6,1.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-0.6,2.0
2001-10-13,Bradford,Wolves,2.8,2.6,2.2,2.4,0.8,1.6,1.0,1.4,0.2,0.2,0.2,0.2,2.2,1.0,1.8,0.8,7.6,4.4,7.8,7.6,5.2,6.0,6.0,5.2,15.6,20.2,16.0,18.4,15.4,14.4,13.0,13.6,5.8,3.0,4.2,2.0,5.0,2.6,4.8,1.2,0.4,1.0,0.8,0.6,2.4,1.2,1.8,1.8,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.8,2.0
2001-10-14,Walsall,Coventry,0.6,1.4,0.4,2.0,0.2,0.6,0.2,1.0,1.0,0.0,1.0,0.2,1.0,0.8,1.2,1.0,7.8,6.2,4.8,6.0,4.2,4.0,5.6,5.6,12.6,17.2,12.0,14.0,13.4,15.2,13.0,10.8,3.2,3.8,3.0,3.0,1.2,3.0,1.8,3.2,1.8,1.8,1.6,1.6,1.2,1.6,1.0,1.2,0.0,0.4,0.0,0.2,0.4,0.0,0.0,0.0,-0.2,0.8,2.0
2001-10-16,Stockport,West Brom,0.8,1.4,2.2,1.0,0.4,0.8,0.6,0.4,0.8,0.8,1.2,0.6,1.8,1.4,2.2,0.8,6.8,3.8,4.6,7.6,6.0,5.2,6.0,4.6,14.6,18.8,16.2,13.0,11.8,18.8,9.6,19.8,0.8,0.8,2.2,1.6,3.0,3.0,4.6,2.6,1.0,2.6,1.0,0.8,1.6,2.0,0.8,2.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.2,2.0
2001-10-16,Wolves,Crewe,1.4,1.0,2.6,1.2,0.6,0.8,1.6,0.8,0.6,0.4,0.0,0.2,1.0,2.2,0.4,1.6,9.2,4.0,5.0,3.0,4.6,5.0,7.2,6.4,10.0,8.2,18.4,10.8,11.6,12.2,14.0,15.6,3.4,4.0,2.6,3.2,1.4,1.8,1.2,0.8,1.2,0.6,0.8,0.8,3.0,0.4,1.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,1.0,0.2,2.0
2001-10-16,Crystal Palace,Bradford,3.0,1.0,3.4,1.2,1.6,0.75,1.6,0.8,0.4,0.5,0.2,0.4,0.8,1.0,0.4,2.2,5.6,4.5,5.8,7.8,3.0,7.75,3.4,6.0,14.6,15.75,13.6,17.8,14.2,12.5,13.4,14.6,4.6,1.75,4.4,3.6,3.8,2.5,3.4,3.6,1.0,2.75,1.0,1.2,1.4,1.75,1.6,1.8,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.0,1.0,-0.4,0.0
2001-10-16,Man City,Sheffield United,2.6,0.8,2.8,1.2,1.4,0.4,1.0,0.8,0.8,0.6,1.0,0.4,1.6,1.0,2.4,1.4,8.4,3.4,8.0,6.4,3.2,6.0,3.6,7.6,14.2,17.4,11.2,14.8,12.6,20.6,12.0,17.2,3.6,2.4,4.4,2.8,3.4,1.2,2.6,2.0,1.4,2.0,1.8,2.0,0.6,2.0,1.2,1.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2001-10-16,Sheffield Weds,Preston,0.8,1.0,1.0,1.4,0.4,0.4,0.6,1.0,1.2,0.6,1.4,0.4,2.0,1.4,2.8,1.0,6.0,6.2,5.0,7.0,4.8,6.0,5.6,6.4,16.6,15.2,14.8,14.0,16.8,13.4,12.4,11.0,1.8,3.0,2.0,2.2,2.0,1.2,3.6,1.6,1.6,1.2,2.2,0.4,2.6,0.4,1.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,2.0
2001-10-17,Rotherham,Coventry,1.0,1.2,1.2,2.0,0.4,0.6,0.4,1.2,0.4,0.0,0.6,0.2,1.4,0.8,1.4,1.0,5.8,6.8,6.2,5.8,5.2,4.4,5.6,6.4,14.4,16.8,12.0,14.4,15.6,14.2,10.6,12.2,2.2,4.0,3.4,3.4,4.4,3.8,4.2,3.6,1.2,1.4,0.8,1.4,1.8,1.2,1.2,1.2,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,1.0
2001-10-17,Nott'm Forest,Birmingham,2.0,1.6,1.2,1.6,1.2,0.8,0.8,0.8,0.2,1.0,0.0,0.8,0.6,1.6,0.4,1.6,6.0,7.0,5.8,8.6,5.0,6.8,5.6,4.6,7.8,14.6,7.6,10.4,13.2,14.2,13.6,13.2,3.8,3.4,3.4,3.0,2.8,4.4,2.0,4.0,1.2,0.8,1.0,1.0,2.2,1.4,2.6,1.2,0.0,0.4,0.0,0.0,0.2,0.0,0.2,0.0,0.6,-0.2,1.0
2001-10-19,Norwich,West Brom,2.0,1.6,1.0,1.0,1.0,0.8,0.2,0.4,0.2,0.6,1.4,0.6,0.4,1.2,1.8,1.0,3.8,5.0,6.4,8.2,6.2,4.8,6.0,3.2,14.6,16.4,11.6,12.0,18.2,18.2,13.0,20.2,5.2,0.4,5.2,1.4,1.6,3.2,1.0,2.8,0.8,2.4,2.0,1.0,3.0,2.0,2.0,2.6,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.2,-0.2,0.2,0.0
2001-10-20,Grimsby,Watford,0.8,0.2,1.4,1.6,0.4,0.2,0.2,1.0,0.6,0.8,1.6,1.2,1.2,2.0,2.6,1.8,7.0,3.4,7.2,5.4,5.8,5.4,6.2,4.8,12.0,14.4,8.6,16.8,12.8,13.2,13.0,16.6,2.8,2.2,3.8,2.6,9.0,5.0,8.4,3.0,0.8,2.2,1.4,0.8,2.4,0.8,0.6,1.6,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,-0.8,-0.2,2.0
2001-10-20,Millwall,Nott'm Forest,2.25,0.2,1.8,0.8,0.75,0.0,1.0,0.4,0.25,0.4,0.4,0.0,0.75,0.8,0.6,0.4,7.75,5.8,4.6,5.6,2.75,7.0,5.0,5.4,19.25,14.4,22.6,9.0,19.75,16.0,18.8,14.2,2.5,5.2,3.4,3.4,3.0,2.4,2.6,2.8,1.5,2.2,2.0,0.8,2.0,0.8,1.8,2.8,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.4,1.0
